"participant","vis","rdirection","sign","visandsign","rbase","approach","jnd","condition"
"hsl1sz83","donut","positive",1,"donutpositive",0.5,"below",0.478333333,"donutpositive-0.5-below"
"hsl1sz83","donut","positive",1,"donutpositive",0.5,"above",0.432083333,"donutpositive-0.5-above"
"hsl1sz83","donut","positive",1,"donutpositive",0.8,"above",0.178333333,"donutpositive-0.8-above"
"hsl1sz83","donut","positive",1,"donutpositive",0.8,"below",0.661666667,"donutpositive-0.8-below"
"hsjepwk8","radar","positive",1,"radarpositive",0.6,"below",0.4,"radarpositive-0.6-below"
"hsjepwk8","radar","positive",1,"radarpositive",0.3,"below",0.585,"radarpositive-0.3-below"
"hsjepwk8","radar","positive",1,"radarpositive",0.3,"above",0.403333333,"radarpositive-0.3-above"
"hsjepwk8","radar","positive",1,"radarpositive",0.6,"above",0.148333333,"radarpositive-0.6-above"
"hs1sumsd","line","positive",1,"linepositive",0.8,"above",0.09,"linepositive-0.8-above"
"hs1sumsd","line","positive",1,"linepositive",0.8,"below",0.433333333,"linepositive-0.8-below"
"hs1sumsd","line","positive",1,"linepositive",0.5,"below",0.16,"linepositive-0.5-below"
"hs1sumsd","line","positive",1,"linepositive",0.5,"above",0.39375,"linepositive-0.5-above"
"hsi42vpd","stackedline","positive",1,"stackedlinepositive",0.3,"above",0.255,"stackedlinepositive-0.3-above"
"hsi42vpd","stackedline","positive",1,"stackedlinepositive",0.3,"below",0.228333333,"stackedlinepositive-0.3-below"
"hsi42vpd","stackedline","positive",1,"stackedlinepositive",0.6,"below",0.535,"stackedlinepositive-0.6-below"
"hsi42vpd","stackedline","positive",1,"stackedlinepositive",0.6,"above",0.323333333,"stackedlinepositive-0.6-above"
"hs4yo4u9","stackedbar","positive",1,"stackedbarpositive",0.6,"above",0.37875,"stackedbarpositive-0.6-above"
"hs4yo4u9","stackedbar","positive",1,"stackedbarpositive",0.6,"below",0.546666667,"stackedbarpositive-0.6-below"
"hs4yo4u9","stackedbar","positive",1,"stackedbarpositive",0.3,"below",0.66,"stackedbarpositive-0.3-below"
"hs4yo4u9","stackedbar","positive",1,"stackedbarpositive",0.3,"above",0.126666667,"stackedbarpositive-0.3-above"
"hsytded5","ordered_line","negative",-1,"ordered_linenegative",0.4,"below",0.615,"ordered_linenegative-0.4-below"
"hsytded5","ordered_line","negative",-1,"ordered_linenegative",0.7,"above",0.053333333,"ordered_linenegative-0.7-above"
"hsytded5","ordered_line","negative",-1,"ordered_linenegative",0.4,"above",0.105,"ordered_linenegative-0.4-above"
"hsytded5","ordered_line","negative",-1,"ordered_linenegative",0.7,"below",0.121666667,"ordered_linenegative-0.7-below"
"hsb92dcp","scatterplot","negative",-1,"scatterplotnegative",0.5,"above",0.068333333,"scatterplotnegative-0.5-above"
"hsb92dcp","scatterplot","negative",-1,"scatterplotnegative",0.7,"below",0.113333333,"scatterplotnegative-0.7-below"
"hsb92dcp","scatterplot","negative",-1,"scatterplotnegative",0.5,"below",0.258333333,"scatterplotnegative-0.5-below"
"hsb92dcp","scatterplot","negative",-1,"scatterplotnegative",0.7,"above",0.086666667,"scatterplotnegative-0.7-above"
"hrsk14c9","parallelCoordinates","negative",-1,"parallelCoordinatesnegative",0.7,"above",0.051666667,"parallelCoordinatesnegative-0.7-above"
"hrsk14c9","parallelCoordinates","negative",-1,"parallelCoordinatesnegative",0.7,"below",0.101666667,"parallelCoordinatesnegative-0.7-below"
"hrsk14c9","parallelCoordinates","negative",-1,"parallelCoordinatesnegative",0.4,"below",0.126666667,"parallelCoordinatesnegative-0.4-below"
"hrsk14c9","parallelCoordinates","negative",-1,"parallelCoordinatesnegative",0.4,"above",0.071666667,"parallelCoordinatesnegative-0.4-above"
"hs7t6klj","stackedline","negative",-1,"stackedlinenegative",0.7,"below",0.093333333,"stackedlinenegative-0.7-below"
"hs7t6klj","stackedline","negative",-1,"stackedlinenegative",0.4,"above",0.15,"stackedlinenegative-0.4-above"
"hs7t6klj","stackedline","negative",-1,"stackedlinenegative",0.7,"above",0.095,"stackedlinenegative-0.7-above"
"hs7t6klj","stackedline","negative",-1,"stackedlinenegative",0.4,"below",0.201666667,"stackedlinenegative-0.4-below"
"hsxtcx6e","ordered_line","positive",1,"ordered_linepositive",0.6,"above",0.1,"ordered_linepositive-0.6-above"
"hsxtcx6e","ordered_line","positive",1,"ordered_linepositive",0.3,"below",0.213333333,"ordered_linepositive-0.3-below"
"hsxtcx6e","ordered_line","positive",1,"ordered_linepositive",0.3,"above",0.106666667,"ordered_linepositive-0.3-above"
"hsxtcx6e","ordered_line","positive",1,"ordered_linepositive",0.6,"below",0.113333333,"ordered_linepositive-0.6-below"
"hskkf6lq","radar","negative",-1,"radarnegative",0.5,"below",0.883333333,"radarnegative-0.5-below"
"hskkf6lq","radar","negative",-1,"radarnegative",0.8,"below",0.705,"radarnegative-0.8-below"
"hskkf6lq","radar","negative",-1,"radarnegative",0.8,"above",0.182916667,"radarnegative-0.8-above"
"hskkf6lq","radar","negative",-1,"radarnegative",0.5,"above",0.251666667,"radarnegative-0.5-above"
"hskw5vrq","donut","positive",1,"donutpositive",0.6,"below",0.681666667,"donutpositive-0.6-below"
"hskw5vrq","donut","positive",1,"donutpositive",0.6,"above",0.39125,"donutpositive-0.6-above"
"hskw5vrq","donut","positive",1,"donutpositive",0.3,"below",0.556666667,"donutpositive-0.3-below"
"hskw5vrq","donut","positive",1,"donutpositive",0.3,"above",0.175,"donutpositive-0.3-above"
"hsj26d24","stackedline","positive",1,"stackedlinepositive",0.8,"below",0.365,"stackedlinepositive-0.8-below"
"hsj26d24","stackedline","positive",1,"stackedlinepositive",0.5,"above",0.446666667,"stackedlinepositive-0.5-above"
"hsj26d24","stackedline","positive",1,"stackedlinepositive",0.5,"below",0.461666667,"stackedlinepositive-0.5-below"
"hsj26d24","stackedline","positive",1,"stackedlinepositive",0.8,"above",0.19375,"stackedlinepositive-0.8-above"
"hsxtbsza","ordered_line","positive",1,"ordered_linepositive",0.3,"above",0.125,"ordered_linepositive-0.3-above"
"hsxtbsza","ordered_line","positive",1,"ordered_linepositive",0.3,"below",0.06,"ordered_linepositive-0.3-below"
"hsxtbsza","ordered_line","positive",1,"ordered_linepositive",0.6,"above",0.205,"ordered_linepositive-0.6-above"
"hsxtbsza","ordered_line","positive",1,"ordered_linepositive",0.6,"below",0.161666667,"ordered_linepositive-0.6-below"
"hsxykwbe","ordered_line","positive",1,"ordered_linepositive",0.8,"below",0.22,"ordered_linepositive-0.8-below"
"hsxykwbe","ordered_line","positive",1,"ordered_linepositive",0.5,"below",0.313333333,"ordered_linepositive-0.5-below"
"hsxykwbe","ordered_line","positive",1,"ordered_linepositive",0.5,"above",0.248333333,"ordered_linepositive-0.5-above"
"hsxykwbe","ordered_line","positive",1,"ordered_linepositive",0.8,"above",0.044583333,"ordered_linepositive-0.8-above"
"hsypjn6b","ordered_line","negative",-1,"ordered_linenegative",0.3,"below",0.266666667,"ordered_linenegative-0.3-below"
"hsypjn6b","ordered_line","negative",-1,"ordered_linenegative",0.6,"below",0.098333333,"ordered_linenegative-0.6-below"
"hsypjn6b","ordered_line","negative",-1,"ordered_linenegative",0.3,"above",0.528333333,"ordered_linenegative-0.3-above"
"hsypjn6b","ordered_line","negative",-1,"ordered_linenegative",0.6,"above",0.108333333,"ordered_linenegative-0.6-above"
"hsxyepua","ordered_line","positive",1,"ordered_linepositive",0.8,"above",0.058333333,"ordered_linepositive-0.8-above"
"hsxyepua","ordered_line","positive",1,"ordered_linepositive",0.5,"below",0.165,"ordered_linepositive-0.5-below"
"hsxyepua","ordered_line","positive",1,"ordered_linepositive",0.5,"above",0.196666667,"ordered_linepositive-0.5-above"
"hsxyepua","ordered_line","positive",1,"ordered_linepositive",0.8,"below",0.048333333,"ordered_linepositive-0.8-below"
"hsc3xb5u","stackedarea","negative",-1,"stackedareanegative",0.7,"below",0.226666667,"stackedareanegative-0.7-below"
"hsc3xb5u","stackedarea","negative",-1,"stackedareanegative",0.4,"below",0.285,"stackedareanegative-0.4-below"
"hsc3xb5u","stackedarea","negative",-1,"stackedareanegative",0.4,"above",0.113333333,"stackedareanegative-0.4-above"
"hsc3xb5u","stackedarea","negative",-1,"stackedareanegative",0.7,"above",0.118333333,"stackedareanegative-0.7-above"
"hsc4ta16","stackedarea","negative",-1,"stackedareanegative",0.7,"below",0.141666667,"stackedareanegative-0.7-below"
"hsc4ta16","stackedarea","negative",-1,"stackedareanegative",0.4,"above",0.148333333,"stackedareanegative-0.4-above"
"hsc4ta16","stackedarea","negative",-1,"stackedareanegative",0.4,"below",0.385,"stackedareanegative-0.4-below"
"hsc4ta16","stackedarea","negative",-1,"stackedareanegative",0.7,"above",0.091666667,"stackedareanegative-0.7-above"
"hrpgm2y5","parallelCoordinates","positive",1,"parallelCoordinatespositive",0.5,"below",0.385,"parallelCoordinatespositive-0.5-below"
"hrpgm2y5","parallelCoordinates","positive",1,"parallelCoordinatespositive",0.8,"below",0.125,"parallelCoordinatespositive-0.8-below"
"hrpgm2y5","parallelCoordinates","positive",1,"parallelCoordinatespositive",0.8,"above",0.078333333,"parallelCoordinatespositive-0.8-above"
"hrpgm2y5","parallelCoordinates","positive",1,"parallelCoordinatespositive",0.5,"above",0.156666667,"parallelCoordinatespositive-0.5-above"
"hsj9zuz3","stackedarea","positive",1,"stackedareapositive",0.4,"above",0.201666667,"stackedareapositive-0.4-above"
"hsj9zuz3","stackedarea","positive",1,"stackedareapositive",0.7,"below",0.521666667,"stackedareapositive-0.7-below"
"hsj9zuz3","stackedarea","positive",1,"stackedareapositive",0.7,"above",0.290833333,"stackedareapositive-0.7-above"
"hsj9zuz3","stackedarea","positive",1,"stackedareapositive",0.4,"below",0.448333333,"stackedareapositive-0.4-below"
"hrse649q","parallelCoordinates","positive",1,"parallelCoordinatespositive",0.7,"above",0.123333333,"parallelCoordinatespositive-0.7-above"
"hrse649q","parallelCoordinates","positive",1,"parallelCoordinatespositive",0.4,"above",0.173333333,"parallelCoordinatespositive-0.4-above"
"hrse649q","parallelCoordinates","positive",1,"parallelCoordinatespositive",0.4,"below",0.06,"parallelCoordinatespositive-0.4-below"
"hrse649q","parallelCoordinates","positive",1,"parallelCoordinatespositive",0.7,"below",0.198333333,"parallelCoordinatespositive-0.7-below"
"hskeugsl","radar","negative",-1,"radarnegative",0.7,"above",0.287083333,"radarnegative-0.7-above"
"hskeugsl","radar","negative",-1,"radarnegative",0.4,"above",0.355,"radarnegative-0.4-above"
"hskeugsl","radar","negative",-1,"radarnegative",0.7,"below",0.298333333,"radarnegative-0.7-below"
"hskeugsl","radar","negative",-1,"radarnegative",0.4,"below",0.416666667,"radarnegative-0.4-below"
"hs4wfvug","stackedbar","positive",1,"stackedbarpositive",0.6,"below",0.406666667,"stackedbarpositive-0.6-below"
"hs4wfvug","stackedbar","positive",1,"stackedbarpositive",0.3,"above",0.293333333,"stackedbarpositive-0.3-above"
"hs4wfvug","stackedbar","positive",1,"stackedbarpositive",0.6,"above",0.288333333,"stackedbarpositive-0.6-above"
"hs4wfvug","stackedbar","positive",1,"stackedbarpositive",0.3,"below",0.335,"stackedbarpositive-0.3-below"
"hrji5m2o","scatterplot","negative",-1,"scatterplotnegative",0.4,"below",0.18,"scatterplotnegative-0.4-below"
"hrji5m2o","scatterplot","negative",-1,"scatterplotnegative",0.8,"below",0.023333333,"scatterplotnegative-0.8-below"
"hrji5m2o","scatterplot","negative",-1,"scatterplotnegative",0.4,"above",0.115,"scatterplotnegative-0.4-above"
"hrji5m2o","scatterplot","negative",-1,"scatterplotnegative",0.8,"above",0.06,"scatterplotnegative-0.8-above"
"hsxt4mie","ordered_line","positive",1,"ordered_linepositive",0.6,"below",0.101666667,"ordered_linepositive-0.6-below"
"hsxt4mie","ordered_line","positive",1,"ordered_linepositive",0.6,"above",0.096666667,"ordered_linepositive-0.6-above"
"hsxt4mie","ordered_line","positive",1,"ordered_linepositive",0.3,"below",0.058333333,"ordered_linepositive-0.3-below"
"hsxt4mie","ordered_line","positive",1,"ordered_linepositive",0.3,"above",0.163333333,"ordered_linepositive-0.3-above"
"hsytad87","ordered_line","negative",-1,"ordered_linenegative",0.4,"below",0.103333333,"ordered_linenegative-0.4-below"
"hsytad87","ordered_line","negative",-1,"ordered_linenegative",0.7,"above",0.115,"ordered_linenegative-0.7-above"
"hsytad87","ordered_line","negative",-1,"ordered_linenegative",0.7,"below",0.066666667,"ordered_linenegative-0.7-below"
"hsytad87","ordered_line","negative",-1,"ordered_linenegative",0.4,"above",0.07,"ordered_linenegative-0.4-above"
"hrjus66m","scatterplot","negative",-1,"scatterplotnegative",0.6,"below",0.046666667,"scatterplotnegative-0.6-below"
"hrjus66m","scatterplot","negative",-1,"scatterplotnegative",0.6,"above",0.05125,"scatterplotnegative-0.6-above"
"hrjus66m","scatterplot","negative",-1,"scatterplotnegative",0.3,"above",0.103333333,"scatterplotnegative-0.3-above"
"hrjus66m","scatterplot","negative",-1,"scatterplotnegative",0.3,"below",0.113333333,"scatterplotnegative-0.3-below"
"hsjgtqrd","radar","positive",1,"radarpositive",0.7,"below",0.22,"radarpositive-0.7-below"
"hsjgtqrd","radar","positive",1,"radarpositive",0.4,"below",0.373333333,"radarpositive-0.4-below"
"hsjgtqrd","radar","positive",1,"radarpositive",0.7,"above",0.115,"radarpositive-0.7-above"
"hsjgtqrd","radar","positive",1,"radarpositive",0.4,"above",0.22,"radarpositive-0.4-above"
"hsxuy3ky","ordered_line","positive",1,"ordered_linepositive",0.4,"above",0.213333333,"ordered_linepositive-0.4-above"
"hsxuy3ky","ordered_line","positive",1,"ordered_linepositive",0.7,"below",0.238333333,"ordered_linepositive-0.7-below"
"hsxuy3ky","ordered_line","positive",1,"ordered_linepositive",0.4,"below",0.198333333,"ordered_linepositive-0.4-below"
"hsxuy3ky","ordered_line","positive",1,"ordered_linepositive",0.7,"above",0.095,"ordered_linepositive-0.7-above"
"hsca4l9a","line","negative",-1,"linenegative",0.3,"below",0.44,"linenegative-0.3-below"
"hsca4l9a","line","negative",-1,"linenegative",0.6,"above",0.258333333,"linenegative-0.6-above"
"hsca4l9a","line","negative",-1,"linenegative",0.6,"below",0.308333333,"linenegative-0.6-below"
"hsca4l9a","line","negative",-1,"linenegative",0.3,"above",0.533333333,"linenegative-0.3-above"
"hsxypyd3","ordered_line","positive",1,"ordered_linepositive",0.8,"above",0.159583333,"ordered_linepositive-0.8-above"
"hsxypyd3","ordered_line","positive",1,"ordered_linepositive",0.5,"below",0.115,"ordered_linepositive-0.5-below"
"hsxypyd3","ordered_line","positive",1,"ordered_linepositive",0.5,"above",0.151666667,"ordered_linepositive-0.5-above"
"hsxypyd3","ordered_line","positive",1,"ordered_linepositive",0.8,"below",0.038333333,"ordered_linepositive-0.8-below"
"hsxv3yd9","ordered_line","positive",1,"ordered_linepositive",0.7,"above",0.07,"ordered_linepositive-0.7-above"
"hsxv3yd9","ordered_line","positive",1,"ordered_linepositive",0.4,"below",0.541666667,"ordered_linepositive-0.4-below"
"hsxv3yd9","ordered_line","positive",1,"ordered_linepositive",0.7,"below",0.05,"ordered_linepositive-0.7-below"
"hsxv3yd9","ordered_line","positive",1,"ordered_linepositive",0.4,"above",0.188333333,"ordered_linepositive-0.4-above"
"hsjca1cl","stackedarea","positive",1,"stackedareapositive",0.8,"above",0.182083333,"stackedareapositive-0.8-above"
"hsjca1cl","stackedarea","positive",1,"stackedareapositive",0.8,"below",0.11,"stackedareapositive-0.8-below"
"hsjca1cl","stackedarea","positive",1,"stackedareapositive",0.5,"below",0.535,"stackedareapositive-0.5-below"
"hsjca1cl","stackedarea","positive",1,"stackedareapositive",0.5,"above",0.325,"stackedareapositive-0.5-above"
"hrqin6c2","parallelCoordinates","negative",-1,"parallelCoordinatesnegative",0.8,"below",0.086666667,"parallelCoordinatesnegative-0.8-below"
"hrqin6c2","parallelCoordinates","negative",-1,"parallelCoordinatesnegative",0.5,"above",0.07,"parallelCoordinatesnegative-0.5-above"
"hrqin6c2","parallelCoordinates","negative",-1,"parallelCoordinatesnegative",0.5,"below",0.108333333,"parallelCoordinatesnegative-0.5-below"
"hrqin6c2","parallelCoordinates","negative",-1,"parallelCoordinatesnegative",0.8,"above",0.035,"parallelCoordinatesnegative-0.8-above"
"hsi6hzxl","stackedline","positive",1,"stackedlinepositive",0.4,"below",0.111666667,"stackedlinepositive-0.4-below"
"hsi6hzxl","stackedline","positive",1,"stackedlinepositive",0.7,"below",0.208333333,"stackedlinepositive-0.7-below"
"hsi6hzxl","stackedline","positive",1,"stackedlinepositive",0.4,"above",0.575,"stackedlinepositive-0.4-above"
"hsi6hzxl","stackedline","positive",1,"stackedlinepositive",0.7,"above",0.15,"stackedlinepositive-0.7-above"
"hscfifq7","line","negative",-1,"linenegative",0.5,"above",0.411666667,"linenegative-0.5-above"
"hscfifq7","line","negative",-1,"linenegative",0.8,"above",0.17875,"linenegative-0.8-above"
"hscfifq7","line","negative",-1,"linenegative",0.5,"below",0.435,"linenegative-0.5-below"
"hscfifq7","line","negative",-1,"linenegative",0.8,"below",0.681666667,"linenegative-0.8-below"
"hrioo2xm","scatterplot","positive",1,"scatterplotpositive",0.6,"above",0.073333333,"scatterplotpositive-0.6-above"
"hrioo2xm","scatterplot","positive",1,"scatterplotpositive",0.3,"above",0.163333333,"scatterplotpositive-0.3-above"
"hrioo2xm","scatterplot","positive",1,"scatterplotpositive",0.3,"below",0.13,"scatterplotpositive-0.3-below"
"hrioo2xm","scatterplot","positive",1,"scatterplotpositive",0.6,"below",0.0575,"scatterplotpositive-0.6-below"
"hs6c9c3k","stackedbar","negative",-1,"stackedbarnegative",0.4,"below",0.143333333,"stackedbarnegative-0.4-below"
"hs6c9c3k","stackedbar","negative",-1,"stackedbarnegative",0.7,"below",0.148333333,"stackedbarnegative-0.7-below"
"hs6c9c3k","stackedbar","negative",-1,"stackedbarnegative",0.4,"above",0.136666667,"stackedbarnegative-0.4-above"
"hs6c9c3k","stackedbar","negative",-1,"stackedbarnegative",0.7,"above",0.188333333,"stackedbarnegative-0.7-above"
"hskqcptg","donut","negative",-1,"donutnegative",0.4,"above",0.163333333,"donutnegative-0.4-above"
"hskqcptg","donut","negative",-1,"donutnegative",0.7,"below",0.066666667,"donutnegative-0.7-below"
"hskqcptg","donut","negative",-1,"donutnegative",0.7,"above",0.09,"donutnegative-0.7-above"
"hskqcptg","donut","negative",-1,"donutnegative",0.4,"below",0.318333333,"donutnegative-0.4-below"
"hsl1v2tn","donut","positive",1,"donutpositive",0.8,"below",0.578333333,"donutpositive-0.8-below"
"hsl1v2tn","donut","positive",1,"donutpositive",0.8,"above",0.17625,"donutpositive-0.8-above"
"hsl1v2tn","donut","positive",1,"donutpositive",0.5,"below",0.478333333,"donutpositive-0.5-below"
"hsl1v2tn","donut","positive",1,"donutpositive",0.5,"above",0.47,"donutpositive-0.5-above"
"hrjcgsj6","scatterplot","positive",1,"scatterplotpositive",0.4,"above",0.111666667,"scatterplotpositive-0.4-above"
"hrjcgsj6","scatterplot","positive",1,"scatterplotpositive",0.4,"below",0.13,"scatterplotpositive-0.4-below"
"hrjcgsj6","scatterplot","positive",1,"scatterplotpositive",0.8,"above",0.021666667,"scatterplotpositive-0.8-above"
"hrjcgsj6","scatterplot","positive",1,"scatterplotpositive",0.8,"below",0.056666667,"scatterplotpositive-0.8-below"
"hrin90te","scatterplot","positive",1,"scatterplotpositive",0.3,"below",0.249166667,"scatterplotpositive-0.3-below"
"hrin90te","scatterplot","positive",1,"scatterplotpositive",0.6,"above",0.196666667,"scatterplotpositive-0.6-above"
"hrin90te","scatterplot","positive",1,"scatterplotpositive",0.6,"below",0.058333333,"scatterplotpositive-0.6-below"
"hrin90te","scatterplot","positive",1,"scatterplotpositive",0.3,"above",0.078333333,"scatterplotpositive-0.3-above"
"hskn9q65","donut","negative",-1,"donutnegative",0.3,"below",0.266666667,"donutnegative-0.3-below"
"hskn9q65","donut","negative",-1,"donutnegative",0.6,"above",0.063333333,"donutnegative-0.6-above"
"hskn9q65","donut","negative",-1,"donutnegative",0.6,"below",0.146666667,"donutnegative-0.6-below"
"hskn9q65","donut","negative",-1,"donutnegative",0.3,"above",0.413333333,"donutnegative-0.3-above"
"hskqikwx","donut","negative",-1,"donutnegative",0.4,"above",0.215,"donutnegative-0.4-above"
"hskqikwx","donut","negative",-1,"donutnegative",0.4,"below",0.243333333,"donutnegative-0.4-below"
"hskqikwx","donut","negative",-1,"donutnegative",0.7,"above",0.106666667,"donutnegative-0.7-above"
"hskqikwx","donut","negative",-1,"donutnegative",0.7,"below",0.091666667,"donutnegative-0.7-below"
"hs4wl6sn","stackedbar","positive",1,"stackedbarpositive",0.6,"above",0.298333333,"stackedbarpositive-0.6-above"
"hs4wl6sn","stackedbar","positive",1,"stackedbarpositive",0.3,"below",0.296666667,"stackedbarpositive-0.3-below"
"hs4wl6sn","stackedbar","positive",1,"stackedbarpositive",0.6,"below",0.47,"stackedbarpositive-0.6-below"
"hs4wl6sn","stackedbar","positive",1,"stackedbarpositive",0.3,"above",0.381666667,"stackedbarpositive-0.3-above"
"hsj27bn8","stackedline","positive",1,"stackedlinepositive",0.5,"above",0.255,"stackedlinepositive-0.5-above"
"hsj27bn8","stackedline","positive",1,"stackedlinepositive",0.5,"below",0.545,"stackedlinepositive-0.5-below"
"hsj27bn8","stackedline","positive",1,"stackedlinepositive",0.8,"above",0.169583333,"stackedlinepositive-0.8-above"
"hsj27bn8","stackedline","positive",1,"stackedlinepositive",0.8,"below",0.503333333,"stackedlinepositive-0.8-below"
"hs510nf1","stackedbar","positive",1,"stackedbarpositive",0.3,"above",0.52,"stackedbarpositive-0.3-above"
"hs510nf1","stackedbar","positive",1,"stackedbarpositive",0.3,"below",0.501666667,"stackedbarpositive-0.3-below"
"hs510nf1","stackedbar","positive",1,"stackedbarpositive",0.6,"above",0.32875,"stackedbarpositive-0.6-above"
"hs510nf1","stackedbar","positive",1,"stackedbarpositive",0.6,"below",0.326666667,"stackedbarpositive-0.6-below"
"hrp88b2b","parallelCoordinates","positive",1,"parallelCoordinatespositive",0.6,"below",0.55,"parallelCoordinatespositive-0.6-below"
"hrp88b2b","parallelCoordinates","positive",1,"parallelCoordinatespositive",0.3,"above",0.41,"parallelCoordinatespositive-0.3-above"
"hrp88b2b","parallelCoordinates","positive",1,"parallelCoordinatespositive",0.3,"below",0.193333333,"parallelCoordinatespositive-0.3-below"
"hrp88b2b","parallelCoordinates","positive",1,"parallelCoordinatespositive",0.6,"above",0.273333333,"parallelCoordinatespositive-0.6-above"
"hs2i8fsb","line","positive",1,"linepositive",0.3,"above",0.288333333,"linepositive-0.3-above"
"hs2i8fsb","line","positive",1,"linepositive",0.6,"above",0.24,"linepositive-0.6-above"
"hs2i8fsb","line","positive",1,"linepositive",0.3,"below",0.28,"linepositive-0.3-below"
"hs2i8fsb","line","positive",1,"linepositive",0.6,"below",0.221666667,"linepositive-0.6-below"
"hrpgld0p","parallelCoordinates","positive",1,"parallelCoordinatespositive",0.5,"below",0.24,"parallelCoordinatespositive-0.5-below"
"hrpgld0p","parallelCoordinates","positive",1,"parallelCoordinatespositive",0.5,"above",0.213333333,"parallelCoordinatespositive-0.5-above"
"hrpgld0p","parallelCoordinates","positive",1,"parallelCoordinatespositive",0.8,"above",0.11,"parallelCoordinatespositive-0.8-above"
"hrpgld0p","parallelCoordinates","positive",1,"parallelCoordinatespositive",0.8,"below",0.12,"parallelCoordinatespositive-0.8-below"
"hsb9bm1c","scatterplot","negative",-1,"scatterplotnegative",0.5,"above",0.076666667,"scatterplotnegative-0.5-above"
"hsb9bm1c","scatterplot","negative",-1,"scatterplotnegative",0.5,"below",0.105,"scatterplotnegative-0.5-below"
"hsb9bm1c","scatterplot","negative",-1,"scatterplotnegative",0.7,"below",0.065,"scatterplotnegative-0.7-below"
"hsb9bm1c","scatterplot","negative",-1,"scatterplotnegative",0.7,"above",0.03625,"scatterplotnegative-0.7-above"
"hs2i4713","line","positive",1,"linepositive",0.6,"below",0.303333333,"linepositive-0.6-below"
"hs2i4713","line","positive",1,"linepositive",0.3,"below",0.35,"linepositive-0.3-below"
"hs2i4713","line","positive",1,"linepositive",0.3,"above",0.39,"linepositive-0.3-above"
"hs2i4713","line","positive",1,"linepositive",0.6,"above",0.188333333,"linepositive-0.6-above"
"hsj2nj3x","stackedline","positive",1,"stackedlinepositive",0.5,"above",0.173333333,"stackedlinepositive-0.5-above"
"hsj2nj3x","stackedline","positive",1,"stackedlinepositive",0.5,"below",0.288333333,"stackedlinepositive-0.5-below"
"hsj2nj3x","stackedline","positive",1,"stackedlinepositive",0.8,"above",0.190416667,"stackedlinepositive-0.8-above"
"hsj2nj3x","stackedline","positive",1,"stackedlinepositive",0.8,"below",0.273333333,"stackedlinepositive-0.8-below"
"hsj64fod","stackedarea","positive",1,"stackedareapositive",0.3,"above",0.295,"stackedareapositive-0.3-above"
"hsj64fod","stackedarea","positive",1,"stackedareapositive",0.6,"above",0.26,"stackedareapositive-0.6-above"
"hsj64fod","stackedarea","positive",1,"stackedareapositive",0.3,"below",0.366666667,"stackedareapositive-0.3-below"
"hsj64fod","stackedarea","positive",1,"stackedareapositive",0.6,"below",0.361666667,"stackedareapositive-0.6-below"
"hsi3mljh","stackedline","positive",1,"stackedlinepositive",0.3,"below",0.228333333,"stackedlinepositive-0.3-below"
"hsi3mljh","stackedline","positive",1,"stackedlinepositive",0.3,"above",0.481666667,"stackedlinepositive-0.3-above"
"hsi3mljh","stackedline","positive",1,"stackedlinepositive",0.6,"below",0.476666667,"stackedlinepositive-0.6-below"
"hsi3mljh","stackedline","positive",1,"stackedlinepositive",0.6,"above",0.389583333,"stackedlinepositive-0.6-above"
"hsbba5lj","scatterplot","negative",-1,"scatterplotnegative",0.7,"below",0.045,"scatterplotnegative-0.7-below"
"hsbba5lj","scatterplot","negative",-1,"scatterplotnegative",0.7,"above",0.022083333,"scatterplotnegative-0.7-above"
"hsbba5lj","scatterplot","negative",-1,"scatterplotnegative",0.5,"above",0.055,"scatterplotnegative-0.5-above"
"hsbba5lj","scatterplot","negative",-1,"scatterplotnegative",0.5,"below",0.121666667,"scatterplotnegative-0.5-below"
"hsb4fbf6","scatterplot","positive",1,"scatterplotpositive",0.5,"above",0.071666667,"scatterplotpositive-0.5-above"
"hsb4fbf6","scatterplot","positive",1,"scatterplotpositive",0.7,"above",0.05,"scatterplotpositive-0.7-above"
"hsb4fbf6","scatterplot","positive",1,"scatterplotpositive",0.5,"below",0.12,"scatterplotpositive-0.5-below"
"hsb4fbf6","scatterplot","positive",1,"scatterplotpositive",0.7,"below",0.151666667,"scatterplotpositive-0.7-below"
"hsytbj0t","ordered_line","negative",-1,"ordered_linenegative",0.4,"above",0.34,"ordered_linenegative-0.4-above"
"hsytbj0t","ordered_line","negative",-1,"ordered_linenegative",0.7,"below",0.081666667,"ordered_linenegative-0.7-below"
"hsytbj0t","ordered_line","negative",-1,"ordered_linenegative",0.4,"below",0.075,"ordered_linenegative-0.4-below"
"hsytbj0t","ordered_line","negative",-1,"ordered_linenegative",0.7,"above",0.09,"ordered_linenegative-0.7-above"
"hs6ch1d0","stackedbar","negative",-1,"stackedbarnegative",0.7,"below",0.251666667,"stackedbarnegative-0.7-below"
"hs6ch1d0","stackedbar","negative",-1,"stackedbarnegative",0.4,"above",0.186666667,"stackedbarnegative-0.4-above"
"hs6ch1d0","stackedbar","negative",-1,"stackedbarnegative",0.7,"above",0.188333333,"stackedbarnegative-0.7-above"
"hs6ch1d0","stackedbar","negative",-1,"stackedbarnegative",0.4,"below",0.133333333,"stackedbarnegative-0.4-below"
"hsi84unz","stackedline","positive",1,"stackedlinepositive",0.4,"below",0.306666667,"stackedlinepositive-0.4-below"
