"participant","vis","rdirection","sign","visandsign","rbase","approach","jnd","condition"
"hscf4ruu","line","negative",-1,"linenegative",0.5,"below",0.451666667,"linenegative-0.5-below"
"hscf4ruu","line","negative",-1,"linenegative",0.8,"below",0.246666667,"linenegative-0.8-below"
"hscf4ruu","line","negative",-1,"linenegative",0.5,"above",0.487083333,"linenegative-0.5-above"
"hscf4ruu","line","negative",-1,"linenegative",0.8,"above",0.188333333,"linenegative-0.8-above"
"hskdmb8b","radar","negative",-1,"radarnegative",0.6,"above",0.352916667,"radarnegative-0.6-above"
"hskdmb8b","radar","negative",-1,"radarnegative",0.6,"below",0.421666667,"radarnegative-0.6-below"
"hskdmb8b","radar","negative",-1,"radarnegative",0.3,"above",0.664166667,"radarnegative-0.3-above"
"hskdmb8b","radar","negative",-1,"radarnegative",0.3,"below",0.431666667,"radarnegative-0.3-below"
"hsktr8o8","donut","negative",-1,"donutnegative",0.5,"above",0.163333333,"donutnegative-0.5-above"
"hsktr8o8","donut","negative",-1,"donutnegative",0.8,"below",0.095,"donutnegative-0.8-below"
"hsktr8o8","donut","negative",-1,"donutnegative",0.8,"above",0.039583333,"donutnegative-0.8-above"
"hsktr8o8","donut","negative",-1,"donutnegative",0.5,"below",0.18,"donutnegative-0.5-below"
"hsjaqybz","stackedarea","positive",1,"stackedareapositive",0.7,"below",0.338333333,"stackedareapositive-0.7-below"
"hsjaqybz","stackedarea","positive",1,"stackedareapositive",0.7,"above",0.29,"stackedareapositive-0.7-above"
"hsjaqybz","stackedarea","positive",1,"stackedareapositive",0.4,"below",0.123333333,"stackedareapositive-0.4-below"
"hsjaqybz","stackedarea","positive",1,"stackedareapositive",0.4,"above",0.423333333,"stackedareapositive-0.4-above"
"hs58ecit","stackedbar","positive",1,"stackedbarpositive",0.5,"above",0.248333333,"stackedbarpositive-0.5-above"
"hs58ecit","stackedbar","positive",1,"stackedbarpositive",0.5,"below",0.385,"stackedbarpositive-0.5-below"
"hs58ecit","stackedbar","positive",1,"stackedbarpositive",0.8,"above",0.188333333,"stackedbarpositive-0.8-above"
"hs58ecit","stackedbar","positive",1,"stackedbarpositive",0.8,"below",0.391666667,"stackedbarpositive-0.8-below"
"hsjjzjn1","radar","positive",1,"radarpositive",0.8,"above",0.066666667,"radarpositive-0.8-above"
"hsjjzjn1","radar","positive",1,"radarpositive",0.8,"below",0.325,"radarpositive-0.8-below"
"hsjjzjn1","radar","positive",1,"radarpositive",0.5,"above",0.155,"radarpositive-0.5-above"
"hsjjzjn1","radar","positive",1,"radarpositive",0.5,"below",0.528333333,"radarpositive-0.5-below"
"hs58df5m","stackedbar","positive",1,"stackedbarpositive",0.8,"above",0.188333333,"stackedbarpositive-0.8-above"
"hs58df5m","stackedbar","positive",1,"stackedbarpositive",0.5,"above",0.442916667,"stackedbarpositive-0.5-above"
"hs58df5m","stackedbar","positive",1,"stackedbarpositive",0.8,"below",0.348333333,"stackedbarpositive-0.8-below"
"hs58df5m","stackedbar","positive",1,"stackedbarpositive",0.5,"below",0.425,"stackedbarpositive-0.5-below"
"hs1t7aox","line","positive",1,"linepositive",0.8,"below",0.196666667,"linepositive-0.8-below"
"hs1t7aox","line","positive",1,"linepositive",0.5,"above",0.28,"linepositive-0.5-above"
"hs1t7aox","line","positive",1,"linepositive",0.8,"above",0.128333333,"linepositive-0.8-above"
"hs1t7aox","line","positive",1,"linepositive",0.5,"below",0.511666667,"linepositive-0.5-below"
"hsjerw2u","radar","positive",1,"radarpositive",0.3,"above",0.316666667,"radarpositive-0.3-above"
"hsjerw2u","radar","positive",1,"radarpositive",0.6,"below",0.115,"radarpositive-0.6-below"
"hsjerw2u","radar","positive",1,"radarpositive",0.3,"below",0.268333333,"radarpositive-0.3-below"
"hsjerw2u","radar","positive",1,"radarpositive",0.6,"above",0.283333333,"radarpositive-0.6-above"
"hskj0srm","radar","negative",-1,"radarnegative",0.4,"below",0.64,"radarnegative-0.4-below"
"hskj0srm","radar","negative",-1,"radarnegative",0.7,"below",0.341666667,"radarnegative-0.7-below"
"hskj0srm","radar","negative",-1,"radarnegative",0.7,"above",0.295,"radarnegative-0.7-above"
"hskj0srm","radar","negative",-1,"radarnegative",0.4,"above",0.550416667,"radarnegative-0.4-above"
"hrpin3fx","parallelCoordinates","positive",1,"parallelCoordinatespositive",0.8,"below",0.298333333,"parallelCoordinatespositive-0.8-below"
"hrpin3fx","parallelCoordinates","positive",1,"parallelCoordinatespositive",0.5,"below",0.283333333,"parallelCoordinatespositive-0.5-below"
"hrpin3fx","parallelCoordinates","positive",1,"parallelCoordinatespositive",0.5,"above",0.345,"parallelCoordinatespositive-0.5-above"
"hrpin3fx","parallelCoordinates","positive",1,"parallelCoordinatespositive",0.8,"above",0.197083333,"parallelCoordinatespositive-0.8-above"
"hsjfd18q","radar","positive",1,"radarpositive",0.6,"above",0.283333333,"radarpositive-0.6-above"
"hsjfd18q","radar","positive",1,"radarpositive",0.3,"below",0.48,"radarpositive-0.3-below"
"hsjfd18q","radar","positive",1,"radarpositive",0.6,"below",0.211666667,"radarpositive-0.6-below"
"hsjfd18q","radar","positive",1,"radarpositive",0.3,"above",0.195,"radarpositive-0.3-above"
"hsky89bv","donut","positive",1,"donutpositive",0.4,"above",0.393333333,"donutpositive-0.4-above"
"hsky89bv","donut","positive",1,"donutpositive",0.4,"below",0.18,"donutpositive-0.4-below"
"hsky89bv","donut","positive",1,"donutpositive",0.7,"above",0.287916667,"donutpositive-0.7-above"
"hsky89bv","donut","positive",1,"donutpositive",0.7,"below",0.613333333,"donutpositive-0.7-below"
"hskc7clg","radar","negative",-1,"radarnegative",0.6,"below",0.535,"radarnegative-0.6-below"
"hskc7clg","radar","negative",-1,"radarnegative",0.3,"below",0.445,"radarnegative-0.3-below"
"hskc7clg","radar","negative",-1,"radarnegative",0.6,"above",0.382083333,"radarnegative-0.6-above"
"hskc7clg","radar","negative",-1,"radarnegative",0.3,"above",0.572916667,"radarnegative-0.3-above"
"hsyu1vcn","ordered_line","negative",-1,"ordered_linenegative",0.7,"below",0.121666667,"ordered_linenegative-0.7-below"
"hsyu1vcn","ordered_line","negative",-1,"ordered_linenegative",0.4,"above",0.12,"ordered_linenegative-0.4-above"
"hsyu1vcn","ordered_line","negative",-1,"ordered_linenegative",0.7,"above",0.09,"ordered_linenegative-0.7-above"
"hsyu1vcn","ordered_line","negative",-1,"ordered_linenegative",0.4,"below",0.125,"ordered_linenegative-0.4-below"
"hs7ssv2f","stackedline","negative",-1,"stackedlinenegative",0.4,"above",0.325,"stackedlinenegative-0.4-above"
"hs7ssv2f","stackedline","negative",-1,"stackedlinenegative",0.7,"below",0.165,"stackedlinenegative-0.7-below"
"hs7ssv2f","stackedline","negative",-1,"stackedlinenegative",0.7,"above",0.085,"stackedlinenegative-0.7-above"
"hs7ssv2f","stackedline","negative",-1,"stackedlinenegative",0.4,"below",0.27,"stackedlinenegative-0.4-below"
"hskxpjma","donut","positive",1,"donutpositive",0.7,"above",0.19,"donutpositive-0.7-above"
"hskxpjma","donut","positive",1,"donutpositive",0.7,"below",0.058333333,"donutpositive-0.7-below"
"hskxpjma","donut","positive",1,"donutpositive",0.4,"above",0.25,"donutpositive-0.4-above"
"hskxpjma","donut","positive",1,"donutpositive",0.4,"below",0.605,"donutpositive-0.4-below"
"hskkbmbs","radar","negative",-1,"radarnegative",0.5,"below",0.455,"radarnegative-0.5-below"
"hskkbmbs","radar","negative",-1,"radarnegative",0.5,"above",0.398333333,"radarnegative-0.5-above"
"hskkbmbs","radar","negative",-1,"radarnegative",0.8,"below",0.51,"radarnegative-0.8-below"
"hskkbmbs","radar","negative",-1,"radarnegative",0.8,"above",0.182916667,"radarnegative-0.8-above"
"hsi48zl3","stackedline","positive",1,"stackedlinepositive",0.6,"above",0.37625,"stackedlinepositive-0.6-above"
"hsi48zl3","stackedline","positive",1,"stackedlinepositive",0.3,"below",0.198333333,"stackedlinepositive-0.3-below"
"hsi48zl3","stackedline","positive",1,"stackedlinepositive",0.3,"above",0.41,"stackedlinepositive-0.3-above"
"hsi48zl3","stackedline","positive",1,"stackedlinepositive",0.6,"below",0.451666667,"stackedlinepositive-0.6-below"
"hsxydx93","ordered_line","positive",1,"ordered_linepositive",0.5,"below",0.086666667,"ordered_linepositive-0.5-below"
"hsxydx93","ordered_line","positive",1,"ordered_linepositive",0.5,"above",0.135,"ordered_linepositive-0.5-above"
"hsxydx93","ordered_line","positive",1,"ordered_linepositive",0.8,"below",0.046666667,"ordered_linepositive-0.8-below"
"hsxydx93","ordered_line","positive",1,"ordered_linepositive",0.8,"above",0.068333333,"ordered_linepositive-0.8-above"
"hsj9yjgm","stackedarea","positive",1,"stackedareapositive",0.4,"below",0.481666667,"stackedareapositive-0.4-below"
"hsj9yjgm","stackedarea","positive",1,"stackedareapositive",0.7,"below",0.106666667,"stackedareapositive-0.7-below"
"hsj9yjgm","stackedarea","positive",1,"stackedareapositive",0.7,"above",0.19,"stackedareapositive-0.7-above"
"hsj9yjgm","stackedarea","positive",1,"stackedareapositive",0.4,"above",0.485,"stackedareapositive-0.4-above"
"hsky1skl","donut","positive",1,"donutpositive",0.4,"above",0.58,"donutpositive-0.4-above"
"hsky1skl","donut","positive",1,"donutpositive",0.7,"below",0.3,"donutpositive-0.7-below"
"hsky1skl","donut","positive",1,"donutpositive",0.4,"below",0.433333333,"donutpositive-0.4-below"
"hsky1skl","donut","positive",1,"donutpositive",0.7,"above",0.290833333,"donutpositive-0.7-above"
"hs1stxwi","line","positive",1,"linepositive",0.8,"below",0.193333333,"linepositive-0.8-below"
"hs1stxwi","line","positive",1,"linepositive",0.8,"above",0.123333333,"linepositive-0.8-above"
"hs1stxwi","line","positive",1,"linepositive",0.5,"below",0.33,"linepositive-0.5-below"
"hs1stxwi","line","positive",1,"linepositive",0.5,"above",0.153333333,"linepositive-0.5-above"
"hsc06egb","stackedarea","negative",-1,"stackedareanegative",0.6,"below",0.145,"stackedareanegative-0.6-below"
"hsc06egb","stackedarea","negative",-1,"stackedareanegative",0.3,"above",0.163333333,"stackedareanegative-0.3-above"
"hsc06egb","stackedarea","negative",-1,"stackedareanegative",0.6,"above",0.151666667,"stackedareanegative-0.6-above"
"hsc06egb","stackedarea","negative",-1,"stackedareanegative",0.3,"below",0.303333333,"stackedareanegative-0.3-below"
"hrpgq4bx","parallelCoordinates","positive",1,"parallelCoordinatespositive",0.8,"below",0.721666667,"parallelCoordinatespositive-0.8-below"
"hrpgq4bx","parallelCoordinates","positive",1,"parallelCoordinatespositive",0.5,"above",0.216666667,"parallelCoordinatespositive-0.5-above"
"hrpgq4bx","parallelCoordinates","positive",1,"parallelCoordinatespositive",0.8,"above",0.095,"parallelCoordinatespositive-0.8-above"
"hrpgq4bx","parallelCoordinates","positive",1,"parallelCoordinatespositive",0.5,"below",0.497083333,"parallelCoordinatespositive-0.5-below"
"hrp9ni29","parallelCoordinates","positive",1,"parallelCoordinatespositive",0.3,"below",0.044166667,"parallelCoordinatespositive-0.3-below"
"hrp9ni29","parallelCoordinates","positive",1,"parallelCoordinatespositive",0.3,"above",0.396666667,"parallelCoordinatespositive-0.3-above"
"hrp9ni29","parallelCoordinates","positive",1,"parallelCoordinatespositive",0.6,"above",0.125,"parallelCoordinatespositive-0.6-above"
"hrp9ni29","parallelCoordinates","positive",1,"parallelCoordinatespositive",0.6,"below",0.21,"parallelCoordinatespositive-0.6-below"
"hsjb2w8r","stackedarea","positive",1,"stackedareapositive",0.7,"below",0.418333333,"stackedareapositive-0.7-below"
"hsjb2w8r","stackedarea","positive",1,"stackedareapositive",0.7,"above",0.265,"stackedareapositive-0.7-above"
"hsjb2w8r","stackedarea","positive",1,"stackedareapositive",0.4,"below",0.505,"stackedareapositive-0.4-below"
"hsjb2w8r","stackedarea","positive",1,"stackedareapositive",0.4,"above",0.413333333,"stackedareapositive-0.4-above"
"hskdn7zk","radar","negative",-1,"radarnegative",0.3,"above",0.43,"radarnegative-0.3-above"
"hskdn7zk","radar","negative",-1,"radarnegative",0.3,"below",0.635,"radarnegative-0.3-below"
"hskdn7zk","radar","negative",-1,"radarnegative",0.6,"above",0.38875,"radarnegative-0.6-above"
"hskdn7zk","radar","negative",-1,"radarnegative",0.6,"below",0.521666667,"radarnegative-0.6-below"
"hrjchwpr","scatterplot","positive",1,"scatterplotpositive",0.4,"below",0.071666667,"scatterplotpositive-0.4-below"
"hrjchwpr","scatterplot","positive",1,"scatterplotpositive",0.8,"below",0.043333333,"scatterplotpositive-0.8-below"
"hrjchwpr","scatterplot","positive",1,"scatterplotpositive",0.8,"above",0.042916667,"scatterplotpositive-0.8-above"
"hrjchwpr","scatterplot","positive",1,"scatterplotpositive",0.4,"above",0.095,"scatterplotpositive-0.4-above"
"hsktqi0k","donut","negative",-1,"donutnegative",0.5,"above",0.106666667,"donutnegative-0.5-above"
"hsktqi0k","donut","negative",-1,"donutnegative",0.8,"above",0.045833333,"donutnegative-0.8-above"
"hsktqi0k","donut","negative",-1,"donutnegative",0.5,"below",0.186666667,"donutnegative-0.5-below"
"hsktqi0k","donut","negative",-1,"donutnegative",0.8,"below",0.03375,"donutnegative-0.8-below"
"hskyb7h4","donut","positive",1,"donutpositive",0.7,"below",0.33,"donutpositive-0.7-below"
"hskyb7h4","donut","positive",1,"donutpositive",0.4,"below",0.33,"donutpositive-0.4-below"
"hskyb7h4","donut","positive",1,"donutpositive",0.4,"above",0.396666667,"donutpositive-0.4-above"
"hskyb7h4","donut","positive",1,"donutpositive",0.7,"above",0.287916667,"donutpositive-0.7-above"
"hs2ih7gh","line","positive",1,"linepositive",0.6,"below",0.325,"linepositive-0.6-below"
"hs2ih7gh","line","positive",1,"linepositive",0.6,"above",0.27,"linepositive-0.6-above"
"hs2ih7gh","line","positive",1,"linepositive",0.3,"above",0.373333333,"linepositive-0.3-above"
"hs2ih7gh","line","positive",1,"linepositive",0.3,"below",0.518333333,"linepositive-0.3-below"
"hsbypt4d","stackedarea","negative",-1,"stackedareanegative",0.3,"above",0.158333333,"stackedareanegative-0.3-above"
"hsbypt4d","stackedarea","negative",-1,"stackedareanegative",0.6,"below",0.185,"stackedareanegative-0.6-below"
"hsbypt4d","stackedarea","negative",-1,"stackedareanegative",0.6,"above",0.095,"stackedareanegative-0.6-above"
"hsbypt4d","stackedarea","negative",-1,"stackedareanegative",0.3,"below",0.133333333,"stackedareanegative-0.3-below"
"hskn0nhj","donut","negative",-1,"donutnegative",0.3,"below",0.191666667,"donutnegative-0.3-below"
"hskn0nhj","donut","negative",-1,"donutnegative",0.3,"above",0.171666667,"donutnegative-0.3-above"
"hskn0nhj","donut","negative",-1,"donutnegative",0.6,"below",0.108333333,"donutnegative-0.6-below"
"hskn0nhj","donut","negative",-1,"donutnegative",0.6,"above",0.175,"donutnegative-0.6-above"
"hs6cgi5y","stackedbar","negative",-1,"stackedbarnegative",0.4,"below",0.176666667,"stackedbarnegative-0.4-below"
"hs6cgi5y","stackedbar","negative",-1,"stackedbarnegative",0.7,"above",0.076666667,"stackedbarnegative-0.7-above"
"hs6cgi5y","stackedbar","negative",-1,"stackedbarnegative",0.7,"below",0.05625,"stackedbarnegative-0.7-below"
"hs6cgi5y","stackedbar","negative",-1,"stackedbarnegative",0.4,"above",0.186666667,"stackedbarnegative-0.4-above"
"hsi6lkgt","stackedline","positive",1,"stackedlinepositive",0.7,"below",0.69,"stackedlinepositive-0.7-below"
"hsi6lkgt","stackedline","positive",1,"stackedlinepositive",0.4,"above",0.28,"stackedlinepositive-0.4-above"
"hsi6lkgt","stackedline","positive",1,"stackedlinepositive",0.4,"below",0.438333333,"stackedlinepositive-0.4-below"
"hsi6lkgt","stackedline","positive",1,"stackedlinepositive",0.7,"above",0.253333333,"stackedlinepositive-0.7-above"
"hscf6cuo","line","negative",-1,"linenegative",0.8,"above",0.176666667,"linenegative-0.8-above"
"hscf6cuo","line","negative",-1,"linenegative",0.8,"below",0.546666667,"linenegative-0.8-below"
"hscf6cuo","line","negative",-1,"linenegative",0.5,"below",0.363333333,"linenegative-0.5-below"
"hscf6cuo","line","negative",-1,"linenegative",0.5,"above",0.256666667,"linenegative-0.5-above"
"hsi48klh","stackedline","positive",1,"stackedlinepositive",0.3,"below",0.28,"stackedlinepositive-0.3-below"
"hsi48klh","stackedline","positive",1,"stackedlinepositive",0.6,"below",0.08,"stackedlinepositive-0.6-below"
"hsi48klh","stackedline","positive",1,"stackedlinepositive",0.3,"above",0.293333333,"stackedlinepositive-0.3-above"
"hsi48klh","stackedline","positive",1,"stackedlinepositive",0.6,"above",0.340833333,"stackedlinepositive-0.6-above"
"hsyx3ki5","ordered_line","negative",-1,"ordered_linenegative",0.5,"below",0.121666667,"ordered_linenegative-0.5-below"
"hsyx3ki5","ordered_line","negative",-1,"ordered_linenegative",0.8,"below",0.476666667,"ordered_linenegative-0.8-below"
"hsyx3ki5","ordered_line","negative",-1,"ordered_linenegative",0.8,"above",0.128333333,"ordered_linenegative-0.8-above"
"hsyx3ki5","ordered_line","negative",-1,"ordered_linenegative",0.5,"above",0.295,"ordered_linenegative-0.5-above"
"hsja65x0","stackedarea","positive",1,"stackedareapositive",0.4,"above",0.291666667,"stackedareapositive-0.4-above"
"hsja65x0","stackedarea","positive",1,"stackedareapositive",0.7,"above",0.28625,"stackedareapositive-0.7-above"
"hsja65x0","stackedarea","positive",1,"stackedareapositive",0.7,"below",0.325,"stackedareapositive-0.7-below"
"hsja65x0","stackedarea","positive",1,"stackedareapositive",0.4,"below",0.46,"stackedareapositive-0.4-below"
"hsxz1xhh","ordered_line","positive",1,"ordered_linepositive",0.8,"above",0.038333333,"ordered_linepositive-0.8-above"
"hsxz1xhh","ordered_line","positive",1,"ordered_linepositive",0.5,"above",0.095,"ordered_linepositive-0.5-above"
"hsxz1xhh","ordered_line","positive",1,"ordered_linepositive",0.5,"below",0.125,"ordered_linepositive-0.5-below"
"hsxz1xhh","ordered_line","positive",1,"ordered_linepositive",0.8,"below",0.108333333,"ordered_linepositive-0.8-below"
"hs6gzo09","stackedbar","negative",-1,"stackedbarnegative",0.5,"above",0.085,"stackedbarnegative-0.5-above"
"hs6gzo09","stackedbar","negative",-1,"stackedbarnegative",0.5,"below",0.193333333,"stackedbarnegative-0.5-below"
"hs6gzo09","stackedbar","negative",-1,"stackedbarnegative",0.8,"below",0.128333333,"stackedbarnegative-0.8-below"
"hs6gzo09","stackedbar","negative",-1,"stackedbarnegative",0.8,"above",0.09,"stackedbarnegative-0.8-above"
"hsbyuwjj","stackedarea","negative",-1,"stackedareanegative",0.6,"below",0.483333333,"stackedareanegative-0.6-below"
"hsbyuwjj","stackedarea","negative",-1,"stackedareanegative",0.3,"below",0.143333333,"stackedareanegative-0.3-below"
"hsbyuwjj","stackedarea","negative",-1,"stackedareanegative",0.6,"above",0.23,"stackedareanegative-0.6-above"
"hsbyuwjj","stackedarea","negative",-1,"stackedareanegative",0.3,"above",0.181666667,"stackedareanegative-0.3-above"
"hrqiol1m","parallelCoordinates","negative",-1,"parallelCoordinatesnegative",0.5,"below",0.482083333,"parallelCoordinatesnegative-0.5-below"
"hrqiol1m","parallelCoordinates","negative",-1,"parallelCoordinatesnegative",0.8,"below",0.03625,"parallelCoordinatesnegative-0.8-below"
"hrqiol1m","parallelCoordinates","negative",-1,"parallelCoordinatesnegative",0.8,"above",0.04,"parallelCoordinatesnegative-0.8-above"
"hrqiol1m","parallelCoordinates","negative",-1,"parallelCoordinatesnegative",0.5,"above",0.073333333,"parallelCoordinatesnegative-0.5-above"
"hskdoha1","radar","negative",-1,"radarnegative",0.6,"above",0.38875,"radarnegative-0.6-above"
"hskdoha1","radar","negative",-1,"radarnegative",0.3,"above",0.520416667,"radarnegative-0.3-above"
"hskdoha1","radar","negative",-1,"radarnegative",0.6,"below",0.52,"radarnegative-0.6-below"
"hskdoha1","radar","negative",-1,"radarnegative",0.3,"below",0.366666667,"radarnegative-0.3-below"
"hs1wwzmy","line","positive",1,"linepositive",0.7,"above",0.186666667,"linepositive-0.7-above"
"hs1wwzmy","line","positive",1,"linepositive",0.4,"below",0.146666667,"linepositive-0.4-below"
"hs1wwzmy","line","positive",1,"linepositive",0.4,"above",0.435,"linepositive-0.4-above"
"hs1wwzmy","line","positive",1,"linepositive",0.7,"below",0.201666667,"linepositive-0.7-below"
"hsjfckuy","radar","positive",1,"radarpositive",0.3,"above",0.293333333,"radarpositive-0.3-above"
"hsjfckuy","radar","positive",1,"radarpositive",0.6,"above",0.178333333,"radarpositive-0.6-above"
"hsjfckuy","radar","positive",1,"radarpositive",0.6,"below",0.181666667,"radarpositive-0.6-below"
"hsjfckuy","radar","positive",1,"radarpositive",0.3,"below",0.268333333,"radarpositive-0.3-below"
"hrjqkej0","scatterplot","negative",-1,"scatterplotnegative",0.3,"below",0.091666667,"scatterplotnegative-0.3-below"
"hrjqkej0","scatterplot","negative",-1,"scatterplotnegative",0.6,"below",0.564166667,"scatterplotnegative-0.6-below"
"hrjqkej0","scatterplot","negative",-1,"scatterplotnegative",0.6,"above",0.085,"scatterplotnegative-0.6-above"
"hrjqkej0","scatterplot","negative",-1,"scatterplotnegative",0.3,"above",0.365,"scatterplotnegative-0.3-above"
"hsj6qz4j","stackedarea","positive",1,"stackedareapositive",0.6,"above",0.385833333,"stackedareapositive-0.6-above"
"hsj6qz4j","stackedarea","positive",1,"stackedareapositive",0.3,"above",0.395,"stackedareapositive-0.3-above"
"hsj6qz4j","stackedarea","positive",1,"stackedareapositive",0.6,"below",0.613333333,"stackedareapositive-0.6-below"
"hsj6qz4j","stackedarea","positive",1,"stackedareapositive",0.3,"below",0.525,"stackedareapositive-0.3-below"
"hrsonh25","parallelCoordinates","negative",-1,"parallelCoordinatesnegative",0.4,"above",0.126666667,"parallelCoordinatesnegative-0.4-above"
"hrsonh25","parallelCoordinates","negative",-1,"parallelCoordinatesnegative",0.4,"below",0.101666667,"parallelCoordinatesnegative-0.4-below"
"hrsonh25","parallelCoordinates","negative",-1,"parallelCoordinatesnegative",0.7,"above",0.05625,"parallelCoordinatesnegative-0.7-above"
"hrsonh25","parallelCoordinates","negative",-1,"parallelCoordinatesnegative",0.7,"below",0.035833333,"parallelCoordinatesnegative-0.7-below"
"hsjf02di","radar","positive",1,"radarpositive",0.3,"above",0.271666667,"radarpositive-0.3-above"
"hsjf02di","radar","positive",1,"radarpositive",0.6,"above",0.283333333,"radarpositive-0.6-above"
"hsjf02di","radar","positive",1,"radarpositive",0.6,"below",0.298333333,"radarpositive-0.6-below"
"hsjf02di","radar","positive",1,"radarpositive",0.3,"below",0.366666667,"radarpositive-0.3-below"
"hs2i6eld","line","positive",1,"linepositive",0.3,"below",0.205,"linepositive-0.3-below"
"hs2i6eld","line","positive",1,"linepositive",0.6,"below",0.406666667,"linepositive-0.6-below"
"hs2i6eld","line","positive",1,"linepositive",0.6,"above",0.33,"linepositive-0.6-above"
"hs2i6eld","line","positive",1,"linepositive",0.3,"above",0.55,"linepositive-0.3-above"
"hrqip0lo","parallelCoordinates","negative",-1,"parallelCoordinatesnegative",0.8,"below",0.041666667,"parallelCoordinatesnegative-0.8-below"
"hrqip0lo","parallelCoordinates","negative",-1,"parallelCoordinatesnegative",0.8,"above",0.115,"parallelCoordinatesnegative-0.8-above"
"hrqip0lo","parallelCoordinates","negative",-1,"parallelCoordinatesnegative",0.5,"above",0.058333333,"parallelCoordinatesnegative-0.5-above"
"hrqip0lo","parallelCoordinates","negative",-1,"parallelCoordinatesnegative",0.5,"below",0.278333333,"parallelCoordinatesnegative-0.5-below"
"hrjew0td","scatterplot","positive",1,"scatterplotpositive",0.4,"above",0.063333333,"scatterplotpositive-0.4-above"
"hrjew0td","scatterplot","positive",1,"scatterplotpositive",0.8,"above",0.025416667,"scatterplotpositive-0.8-above"
"hrjew0td","scatterplot","positive",1,"scatterplotpositive",0.4,"below",0.346666667,"scatterplotpositive-0.4-below"
"hrjew0td","scatterplot","positive",1,"scatterplotpositive",0.8,"below",0.02625,"scatterplotpositive-0.8-below"
"hsj6l48f","stackedarea","positive",1,"stackedareapositive",0.6,"below",0.238333333,"stackedareapositive-0.6-below"
"hsj6l48f","stackedarea","positive",1,"stackedareapositive",0.3,"below",0.363333333,"stackedareapositive-0.3-below"
"hsj6l48f","stackedarea","positive",1,"stackedareapositive",0.6,"above",0.344166667,"stackedareapositive-0.6-above"
"hsj6l48f","stackedarea","positive",1,"stackedareapositive",0.3,"above",0.415,"stackedareapositive-0.3-above"
"hrinfamf","scatterplot","positive",1,"scatterplotpositive",0.3,"below",0.223333333,"scatterplotpositive-0.3-below"
"hrinfamf","scatterplot","positive",1,"scatterplotpositive",0.6,"below",0.042083333,"scatterplotpositive-0.6-below"
"hrinfamf","scatterplot","positive",1,"scatterplotpositive",0.6,"above",0.175,"scatterplotpositive-0.6-above"
"hrinfamf","scatterplot","positive",1,"scatterplotpositive",0.3,"above",0.241666667,"scatterplotpositive-0.3-above"
"hsc6tum4","stackedarea","negative",-1,"stackedareanegative",0.5,"below",0.238333333,"stackedareanegative-0.5-below"
"hsc6tum4","stackedarea","negative",-1,"stackedareanegative",0.5,"above",0.163333333,"stackedareanegative-0.5-above"
"hsc6tum4","stackedarea","negative",-1,"stackedareanegative",0.8,"above",0.171666667,"stackedareanegative-0.8-above"
"hsc6tum4","stackedarea","negative",-1,"stackedareanegative",0.8,"below",0.468333333,"stackedareanegative-0.8-below"
"hsjk3mp5","radar","positive",1,"radarpositive",0.8,"below",0.037083333,"radarpositive-0.8-below"
"hsjk3mp5","radar","positive",1,"radarpositive",0.5,"below",0.226666667,"radarpositive-0.5-below"
"hsjk3mp5","radar","positive",1,"radarpositive",0.8,"above",0.126666667,"radarpositive-0.8-above"
"hsjk3mp5","radar","positive",1,"radarpositive",0.5,"above",0.226666667,"radarpositive-0.5-above"
"hsj9wmyy","stackedarea","positive",1,"stackedareapositive",0.4,"above",0.296666667,"stackedareapositive-0.4-above"
"hsj9wmyy","stackedarea","positive",1,"stackedareapositive",0.4,"below",0.43,"stackedareapositive-0.4-below"
"hsj9wmyy","stackedarea","positive",1,"stackedareapositive",0.7,"below",0.481666667,"stackedareapositive-0.7-below"
"hsj9wmyy","stackedarea","positive",1,"stackedareapositive",0.7,"above",0.255,"stackedareapositive-0.7-above"
"hskqocbo","donut","negative",-1,"donutnegative",0.4,"above",0.113333333,"donutnegative-0.4-above"
"hskqocbo","donut","negative",-1,"donutnegative",0.4,"below",0.29,"donutnegative-0.4-below"
"hskqocbo","donut","negative",-1,"donutnegative",0.7,"above",0.289166667,"donutnegative-0.7-above"
"hskqocbo","donut","negative",-1,"donutnegative",0.7,"below",0.078333333,"donutnegative-0.7-below"
"hsi3yvui","stackedline","positive",1,"stackedlinepositive",0.6,"above",0.345833333,"stackedlinepositive-0.6-above"
"hsi3yvui","stackedline","positive",1,"stackedlinepositive",0.3,"above",0.208333333,"stackedlinepositive-0.3-above"
"hsi3yvui","stackedline","positive",1,"stackedlinepositive",0.3,"below",0.525,"stackedlinepositive-0.3-below"
"hsi3yvui","stackedline","positive",1,"stackedlinepositive",0.6,"below",0.478333333,"stackedlinepositive-0.6-below"
"hskep7t0","radar","negative",-1,"radarnegative",0.7,"below",0.306666667,"radarnegative-0.7-below"
"hskep7t0","radar","negative",-1,"radarnegative",0.4,"below",0.425,"radarnegative-0.4-below"
"hskep7t0","radar","negative",-1,"radarnegative",0.7,"above",0.285833333,"radarnegative-0.7-above"
"hskep7t0","radar","negative",-1,"radarnegative",0.4,"above",0.415,"radarnegative-0.4-above"
"hrpgl0kn","parallelCoordinates","positive",1,"parallelCoordinatespositive",0.5,"above",0.178333333,"parallelCoordinatespositive-0.5-above"
