"subject","subjectname","group","formerSubject","conditionrank","modality","modalityname","repetition","question","trial","datasetname","readingTime","error","duration","perceivedDifficulty","perceivedTime"
7,"s7",3,"no",4,1,"physical-touch",1,3,27,"carmortality",1,0,27.5103,1,9
7,"s7",3,"no",4,1,"physical-touch",1,4,28,"carmortality",2,1,28.765,3,11
7,"s7",3,"no",4,1,"physical-touch",2,1,29,"hiv",48,1,34.1349,4,11
7,"s7",3,"no",4,1,"physical-touch",2,2,30,"hiv",2,0,52.6385,2,15
7,"s7",3,"no",4,1,"physical-touch",2,3,31,"hiv",1,1,49.3033,5,16
7,"s7",3,"no",4,1,"physical-touch",2,4,32,"hiv",2,0,30.8619,1,12
6,"s6",2,"no",1,2,"physical-notouch",1,1,1,"army",85,0,23.1863,2,60
6,"s6",2,"no",1,2,"physical-notouch",1,2,2,"army",4,1,24.752,3,70
6,"s6",2,"no",1,2,"physical-notouch",1,3,3,"army",6,1,42.5271,3,77
6,"s6",2,"no",1,2,"physical-notouch",1,4,4,"army",5,1,41.7149,4,78
6,"s6",2,"no",1,2,"physical-notouch",2,1,5,"externaldebt",63,0,31.6295,2,61
6,"s6",2,"no",1,2,"physical-notouch",2,2,6,"externaldebt",3,0,31.8258,2,64
6,"s6",2,"no",1,2,"physical-notouch",2,3,7,"externaldebt",5,0,45.1668,3,81
6,"s6",2,"no",1,2,"physical-notouch",2,4,8,"externaldebt",7,0,51.4388,3,67
6,"s6",2,"no",2,3,"virtual-prop",1,1,9,"health",26,0,61.0116,4,89
6,"s6",2,"no",2,3,"virtual-prop",1,2,10,"health",3,0,60.1525,3,92
6,"s6",2,"no",2,3,"virtual-prop",1,3,11,"health",8,0,38.1566,2,82
6,"s6",2,"no",2,3,"virtual-prop",1,4,12,"health",10,0,35.0751,2,72
6,"s6",2,"no",2,3,"virtual-prop",2,1,13,"military",47,0,36.2496,2,79
6,"s6",2,"no",2,3,"virtual-prop",2,2,14,"military",12,0,22.5933,2,55
6,"s6",2,"no",2,3,"virtual-prop",2,3,15,"military",6,1,37.4899,3,70
6,"s6",2,"no",2,3,"virtual-prop",2,4,16,"military",5,0,28.9152,2,43
6,"s6",2,"no",3,1,"physical-touch",1,1,17,"grosscapital",47,0,63.6782,2,49
6,"s6",2,"no",3,1,"physical-touch",1,2,18,"grosscapital",2,0,28.3446,2,40
6,"s6",2,"no",3,1,"physical-touch",1,3,19,"grosscapital",2,0,40.0503,3,68
6,"s6",2,"no",3,1,"physical-touch",1,4,20,"grosscapital",2,0,29.9904,3,55
6,"s6",2,"no",3,1,"physical-touch",2,1,21,"education",32,0,26.1036,2,58
6,"s6",2,"no",3,1,"physical-touch",2,2,22,"education",1,0,37.3552,2,58
6,"s6",2,"no",3,1,"physical-touch",2,3,23,"education",1,0,40.8958,2,70
6,"s6",2,"no",3,1,"physical-touch",2,4,24,"education",1,0,22.5197,2,45
6,"s6",2,"no",4,4,"virtual-mouse",1,1,25,"carmortality",16,0,28.3696,3,56
6,"s6",2,"no",4,4,"virtual-mouse",1,2,26,"carmortality",6,0,24.4394,2,46
6,"s6",2,"no",4,4,"virtual-mouse",1,3,27,"carmortality",1,0,24.6056,2,54
6,"s6",2,"no",4,4,"virtual-mouse",1,4,28,"carmortality",2,0,43.5556,3,81
6,"s6",2,"no",4,4,"virtual-mouse",2,1,29,"hiv",30,1,54.9713,4,96
6,"s6",2,"no",4,4,"virtual-mouse",2,2,30,"hiv",1,0,41.8641,3,93
6,"s6",2,"no",4,4,"virtual-mouse",2,3,31,"hiv",1,0,45.0526,3,81
6,"s6",2,"no",4,4,"virtual-mouse",2,4,32,"hiv",1,1,59.0224,3,93
5,"s5",1,"no",1,1,"physical-touch",1,1,1,"army",92,0,29.0079,1,24
5,"s5",1,"no",1,1,"physical-touch",1,2,2,"army",4,0,26.9432,1,25
5,"s5",1,"no",1,1,"physical-touch",1,3,3,"army",10,1,54.063,3,55
5,"s5",1,"no",1,1,"physical-touch",1,4,4,"army",1,1,31.9349,2,31
5,"s5",1,"no",1,1,"physical-touch",2,1,5,"externaldebt",73,0,47.3604,3,40
5,"s5",1,"no",1,1,"physical-touch",2,2,6,"externaldebt",5,0,31.4361,1,31
5,"s5",1,"no",1,1,"physical-touch",2,3,7,"externaldebt",1,0,89.2172,3,48
5,"s5",1,"no",1,1,"physical-touch",2,4,8,"externaldebt",2,0,26.2539,1,35
5,"s5",1,"no",2,2,"physical-notouch",1,1,9,"health",79,0,53.2231,2,46
5,"s5",1,"no",2,2,"physical-notouch",1,2,10,"health",1,0,35.0711,2,39
5,"s5",1,"no",2,2,"physical-notouch",1,3,11,"health",1,0,51.8551,4,51
5,"s5",1,"no",2,2,"physical-notouch",1,4,12,"health",1,0,41.5179,2,50
5,"s5",1,"no",2,2,"physical-notouch",2,1,13,"military",76,0,28.6712,2,42
5,"s5",1,"no",2,2,"physical-notouch",2,2,14,"military",1,0,27.5861,1,46
5,"s5",1,"no",2,2,"physical-notouch",2,3,15,"military",2,0,22.1485,2,35
5,"s5",1,"no",2,2,"physical-notouch",2,4,16,"military",1,0,39.0337,2,60
5,"s5",1,"no",3,4,"virtual-mouse",1,1,17,"grosscapital",66,0,56.2894,4,63
5,"s5",1,"no",3,4,"virtual-mouse",1,2,18,"grosscapital",2,0,61.074,3,61
5,"s5",1,"no",3,4,"virtual-mouse",1,3,19,"grosscapital",1,0,49.7414,2,65
5,"s5",1,"no",3,4,"virtual-mouse",1,4,20,"grosscapital",2,0,48.6991,2,60
5,"s5",1,"no",3,4,"virtual-mouse",2,1,21,"education",99,0,25.7399,1,47
5,"s5",1,"no",3,4,"virtual-mouse",2,2,22,"education",2,0,42.9503,2,53
5,"s5",1,"no",3,4,"virtual-mouse",2,3,23,"education",1,0,29.7791,1,50
5,"s5",1,"no",3,4,"virtual-mouse",2,4,24,"education",1,0,65.1992,3,68
5,"s5",1,"no",4,3,"virtual-prop",1,1,25,"carmortality",75,0,36.3298,2,50
5,"s5",1,"no",4,3,"virtual-prop",1,2,26,"carmortality",11,0,56.1517,2,61
5,"s5",1,"no",4,3,"virtual-prop",1,3,27,"carmortality",5,0,40.0676,2,55
5,"s5",1,"no",4,3,"virtual-prop",1,4,28,"carmortality",1,0,44.148,4,59
5,"s5",1,"no",4,3,"virtual-prop",2,1,29,"hiv",60,0,40.9828,1,60
5,"s5",1,"no",4,3,"virtual-prop",2,2,30,"hiv",1,0,44.6223,1,62
5,"s5",1,"no",4,3,"virtual-prop",2,3,31,"hiv",2,0,48.815,1,62
5,"s5",1,"no",4,3,"virtual-prop",2,4,32,"hiv",1,0,47.4654,2,52
